League of Legends,November,2012,GeForce GTX League of Legends Invitational Brasil,10000,BRL,6,
League of Legends,November,2012,Lone Star Clash 2,15000,USD,4,
League of Legends,November,2012,International e-Culture Festival 2012,24000,USD,6,
League of Legends,November,2012,HPL,7400,USD,8,
League of Legends,November,2012,ASUS ROG Paris Games Week 2012,20000,USD,8,
League of Legends,October,2012,Tales of the Lane,30000,USD,10,
League of Legends,October,2012,ESL Major Series Winter 2012,6500,USD,32,
League of Legends,October,2012,DreamHack Bucharest 2012,5200,USD,8,
League of Legends,October,2012,Enter the Dragon,9000,USD,8,
League of Legends,October,2012,Go4LoL Pro Asia Season 3,23000,CNY,16,
League of Legends,October,2012,ESL Pro Series Germany Winter 2012,7100,EUR,12,
League of Legends,September,2012,Season 2 - Regional Finals Da Nang,9000,USD,5,
League of Legends,September,2012,Season Two - Regional Finals - Taipei,5700,USD,4,
League of Legends,September,2012,Ultimate Game Tournament,5500,USD,16,
League of Legends,September,2012,DreamHack Valencia 2012,6500,USD,8,
League of Legends,September,2012,CPL Shenyang 2012,7000,USD,4,
League of Legends,August,2012,Season 2 Vietnam National Qualifier,2000,USD,48,
League of Legends,August,2012,GIGABYTE StarsWar League,11000,USD,12,
League of Legends,August,2012,National ESL Pro Series Season 4,15000,USD,8,
League of Legends,August,2012,Campus Gaming Party: Berlin,25000,USD,8,
League of Legends,August,2012,MLG Summer Arena,10000,USD,4,
League of Legends,July,2012,The Siege,12000,USD,16,
League of Legends,July,2012,Elite of Europe,8000,USD,8,
League of Legends,July,2012,Leaguecraft ggClassic Presented by Arqade,7000,USD,12,
League of Legends,July,2012,PLL Challenge,11000,USD,8,
League of Legends,June,2012,NLB Summer 2012,9000,USD,16,
League of Legends,June,2012,StarsWar 7,37000,CNY,13,
League of Legends,June,2012,GIGABYTE Esports LAN,10000,USD,8,
League of Legends,June,2012,ESL Major Series Season X,6500,USD,24,
League of Legends,June,2012,ESL Pro Series Germany Summer 2012,8900,USD,12,
League of Legends,May,2012,GPL: Opening event,6000,USD,6,
League of Legends,May,2012,Insomnia45 LAN,9500,USD,15,
